zip_code,das_type_hd,das_type_sp
06784,DAS_EXTENDED,
06786,DAS,DAS
06787,DAS,DAS
06790,DAS,DAS
06791,DAS,
06793,DAS,
06794,DAS_EXTENDED,
06795,DAS,DAS
06798,DAS,DAS
06801,DAS,DAS
06812,DAS,DAS
06840,DAS,DAS
06877,DAS,DAS
06883,DAS,DAS
06896,DAS,DAS
06897,DAS,DAS
06903,DAS,DAS
07005,DAS,DAS
07045,DAS,
07416,DAS,DAS
07419,DAS,DAS
07421,DAS,DAS
07422,DAS,DAS
07435,DAS_EXTENDED,DAS_EXTENDED
07438,DAS,
07439,,DAS
07456,DAS,DAS
07460,DAS_EXTENDED,DAS_EXTENDED
07461,DAS,DAS
07462,DAS,DAS
07465,DAS,DAS
07480,DAS,DAS
07710,DAS,
07716,DAS,DAS
07717,,DAS
07719,DAS,DAS
07720,DAS,DAS
07722,DAS,DAS
07727,DAS,DAS
07732,DAS,DAS
07738,DAS,DAS
07762,DAS,DAS
07803,DAS,
07821,DAS,DAS
07822,DAS,
07823,DAS,DAS
07825,DAS_EXTENDED,DAS_EXTENDED
07826,DAS_EXTENDED,DAS_EXTENDED
07827,DAS_EXTENDED,DAS_EXTENDED
07830,DAS,DAS
07832,DAS_EXTENDED,DAS_EXTENDED
07847,,DAS
07848,DAS,DAS
07849,DAS,DAS
07853,DAS,DAS
07856,DAS,
07860,DAS,DAS
07863,DAS_EXTENDED,DAS_EXTENDED
07865,DAS_EXTENDED,
07871,DAS,DAS
07882,DAS,DAS
07924,DAS,DAS
07930,DAS,
07931,DAS_EXTENDED,DAS
07934,DAS,
07945,DAS,DAS
07977,DAS,DAS
07979,,DAS
07980,DAS,DAS
08001,DAS,
08004,DAS,DAS
08005,DAS,DAS
08006,DAS_EXTENDED,DAS_EXTENDED
08008,DAS,DAS
08015,DAS,DAS
08019,DAS_EXTENDED,
08022,DAS,DAS
08037,DAS,DAS
08041,,DAS_EXTENDED
08050,DAS,DAS
08068,DAS,DAS
08069,DAS,DAS
08070,DAS,DAS
08079,DAS,DAS
08087,DAS,DAS
08088,DAS,DAS
08089,DAS,DAS
08092,DAS,DAS
08098,DAS,DAS
08201,DAS,DAS
08202,DAS,DAS
08203,DAS,DAS
08204,DAS,DAS
08205,DAS,DAS
08210,DAS,DAS
08212,DAS,
08215,DAS,DAS
08221,DAS,DAS
08223,DAS,DAS
08224,,DAS
08225,DAS,DAS
08226,DAS,DAS
08230,DAS,DAS
08232,DAS,DAS
08242,DAS,
08243,DAS,DAS
08247,DAS,DAS
08248,,DAS
08251,DAS,DAS
08260,DAS,DAS
08270,DAS_EXTENDED,DAS_EXTENDED
08302,DAS,DAS
08310,DAS,
08311,DAS_EXTENDED,
08312,DAS,DAS
08317,,DAS
08318,DAS,DAS
08322,DAS,DAS
08324,,DAS_EXTENDED
08328,,DAS
08329,DAS,DAS
08330,DAS,DAS
08341,,DAS
08343,DAS,DAS
08344,DAS,DAS
08349,,DAS_EXTENDED
08361,DAS,DAS
08402,DAS,DAS
08403,DAS,
08406,DAS,DAS
08501,DAS,DAS
08502,DAS,DAS
08510,DAS,DAS
08514,DAS,DAS
08515,DAS,DAS
08525,DAS,DAS
08530,DAS,DAS
08533,DAS,DAS
08535,DAS,DAS
08551,DAS,
08554,DAS,DAS
08555,DAS,
08559,DAS_EXTENDED,DAS_EXTENDED
08560,DAS,DAS
08562,DAS,DAS
08721,DAS,DAS
08731,DAS,DAS
08732,,DAS
08735,DAS,
08736,DAS,DAS
08740,DAS,
08751,DAS,DAS
08752,DAS,DAS
08757,DAS,DAS
08758,DAS,DAS
08759,DAS,DAS
08802,DAS,
08804,DAS,DAS
08809,DAS,DAS
08812,DAS,DAS
08823,DAS,DAS
08824,DAS,DAS
08825,DAS,
08826,DAS,
08827,DAS,DAS
08829,DAS,DAS
08836,DAS,
08844,DAS,DAS
08848,DAS,
08852,DAS,DAS
08853,,DAS
08858,,DAS
08865,DAS,DAS
08867,DAS_EXTENDED,DAS_EXTENDED
08886,DAS,DAS
08889,DAS,DAS
10001,DAS,DAS
10002,DAS,DAS
10003,DAS,DAS
10004,DAS,DAS
10005,DAS,DAS
10006,DAS,DAS
10007,DAS,DAS
10009,DAS,DAS
10010,DAS,DAS
10011,DAS,DAS
10012,DAS,DAS
10013,DAS,DAS
10014,DAS,DAS
10016,DAS,DAS
10017,DAS,DAS
10018,DAS,DAS
10019,DAS,DAS
10022,DAS,DAS
10029,DAS,DAS
10036,DAS,DAS
10038,DAS,DAS
10123,,DAS
10154,DAS,
10165,DAS,
10280,DAS,DAS
10452,DAS,DAS
10453,DAS,DAS
10456,DAS,DAS
10457,DAS,DAS
10458,DAS,DAS
10459,DAS,DAS
10460,DAS,DAS
10467,DAS,DAS
10469,DAS,DAS
10470,DAS,DAS
10471,DAS,DAS
10475,DAS,DAS
10505,DAS,
10506,DAS,
10509,DAS,DAS
10516,DAS,
10524,DAS,DAS
10526,DAS,DAS
10536,DAS,DAS
10541,DAS,DAS
10552,DAS,DAS
10560,DAS,DAS
10566,DAS,DAS
10576,DAS,
10579,DAS,DAS
10588,,DAS
10590,DAS,DAS
10916,DAS,
10919,DAS,DAS
10922,DAS,DAS
10924,DAS,DAS
10925,DAS,DAS
10928,DAS_EXTENDED,
10930,DAS,DAS
10931,,DAS
10958,DAS,DAS
10963,DAS,DAS
10964,,DAS
10968,DAS,
10969,DAS_EXTENDED,
10973,DAS,
10974,DAS,DAS
10985,DAS,
10987,DAS,DAS
10990,DAS,DAS
10998,DAS,DAS
11212,DAS,DAS
11221,DAS,DAS
11226,DAS,DAS
11239,DAS,DAS
11569,DAS,
11792,DAS,DAS
11930,DAS,
11932,DAS,DAS
11933,DAS,DAS
11935,DAS,DAS
11937,DAS,DAS
11942,,DAS
11944,,DAS
11946,DAS,DAS
11948,DAS,DAS
11949,DAS,DAS
11952,DAS,DAS
11954,DAS,DAS
11955,DAS,DAS
11958,DAS,
11959,DAS,
11960,DAS,
11961,DAS,DAS
11963,DAS,DAS
11964,,DAS_EXTENDED
11965,DAS_REMOTE,
11968,DAS,DAS
11970,DAS,
11971,DAS,DAS
11972,DAS,DAS
11975,DAS,
11976,DAS,
11977,DAS,DAS
11978,DAS,DAS
12009,DAS,DAS
12015,DAS,
12018,DAS,DAS
12019,DAS,DAS
12020,DAS,DAS
12023,DAS_EXTENDED,DAS_EXTENDED
12025,DAS_EXTENDED,DAS_EXTENDED
12027,DAS,
12028,DAS_EXTENDED,DAS_EXTENDED
12029,DAS_EXTENDED,
12032,DAS_EXTENDED,DAS_EXTENDED
12033,DAS,DAS
12037,DAS_EXTENDED,DAS_EXTENDED
12042,,DAS_EXTENDED
12043,DAS,DAS
12052,,DAS_EXTENDED
12053,DAS_EXTENDED,
12057,DAS_EXTENDED,
12058,DAS_EXTENDED,
12059,DAS,
12060,DAS_EXTENDED,
12062,DAS_EXTENDED,
12063,,DAS
12064,,DAS_EXTENDED
12066,DAS_EXTENDED,
12068,,DAS_EXTENDED
12069,DAS,DAS
12072,DAS_EXTENDED,DAS_EXTENDED
12074,DAS,DAS
12075,DAS_EXTENDED,DAS_EXTENDED
12078,DAS,DAS
12083,DAS,DAS
12086,DAS,
12090,DAS,DAS
12092,DAS_EXTENDED,
12093,DAS_EXTENDED,
12094,DAS_EXTENDED,DAS_EXTENDED
12108,DAS_EXTENDED,
12115,DAS,
12117,DAS_EXTENDED,
12118,DAS,DAS
12120,,DAS_EXTENDED
12121,,DAS_EXTENDED
12122,DAS_EXTENDED,DAS_EXTENDED
12123,,DAS
12125,DAS_EXTENDED,
12134,DAS_EXTENDED,DAS_EXTENDED
12137,DAS_EXTENDED,DAS_EXTENDED
12138,DAS_EXTENDED,DAS_EXTENDED
12139,DAS_EXTENDED,
12140,DAS,
12143,DAS,DAS
12147,DAS_EXTENDED,
12148,DAS,DAS
12149,DAS_EXTENDED,
12150,DAS,
12153,,DAS_EXTENDED
12154,DAS,DAS
12157,DAS_EXTENDED,
12166,DAS_EXTENDED,
12167,DAS_EXTENDED,DAS_EXTENDED
12168,DAS_EXTENDED,DAS_EXTENDED
12170,DAS_EXTENDED,DAS_EXTENDED
12174,,DAS
12184,DAS,DAS
12185,,DAS
12186,DAS,DAS
12190,,DAS_EXTENDED
12193,,DAS_EXTENDED
12196,DAS,
12197,DAS_EXTENDED,
12307,DAS,
12404,DAS_EXTENDED,
12405,,DAS_EXTENDED
12412,,DAS_EXTENDED
12413,,DAS_EXTENDED
12414,DAS,DAS
12418,DAS_EXTENDED,
12419,DAS,
12421,,DAS_EXTENDED
12423,DAS,
12424,,DAS_EXTENDED
12427,DAS_EXTENDED,
12428,DAS_EXTENDED,DAS_EXTENDED
12431,DAS,DAS
12436,,DAS
12438,DAS_EXTENDED,DAS_EXTENDED
12439,DAS_EXTENDED,
12443,DAS,DAS
12446,DAS_EXTENDED,
12451,,DAS
12456,,DAS
12458,DAS_EXTENDED,DAS
12461,DAS_EXTENDED,DAS_EXTENDED
12463,,DAS_EXTENDED
12466,DAS,DAS
12469,DAS_EXTENDED,
12472,DAS,DAS
12474,,DAS_EXTENDED
12477,DAS,DAS
12480,DAS_EXTENDED,
12481,DAS_EXTENDED,
12482,DAS,DAS
12485,DAS_EXTENDED,
12486,,DAS
12489,DAS,DAS_EXTENDED
12491,,DAS
12493,DAS_EXTENDED,DAS_EXTENDED
12494,,DAS_EXTENDED
12498,DAS,DAS
12502,DAS_EXTENDED,DAS_EXTENDED
12513,,DAS
12515,DAS,DAS
12516,DAS_EXTENDED,
12521,,DAS_EXTENDED
12522,DAS_EXTENDED,DAS_EXTENDED
12523,DAS_EXTENDED,
12525,DAS,DAS
12528,DAS,DAS
12529,,DAS_EXTENDED
12531,,DAS
12533,DAS,DAS
12534,DAS,DAS
12538,DAS,DAS
12542,DAS,DAS
12545,DAS,DAS
12546,DAS_EXTENDED,DAS_EXTENDED
12547,DAS,DAS
12548,,DAS
12561,DAS,DAS
12563,DAS,DAS
12564,DAS,DAS
12566,DAS,DAS
12567,DAS_EXTENDED,DAS_EXTENDED
12569,DAS,DAS
12570,DAS,DAS
12571,DAS,DAS
12572,,DAS
12575,DAS,DAS
12578,DAS,
12580,DAS,DAS
12581,DAS_EXTENDED,
12582,DAS,DAS
12585,,DAS
12592,DAS,DAS
12594,DAS,DAS
12701,DAS,DAS
12719,,DAS_EXTENDED
12721,DAS,DAS
12723,,DAS_EXTENDED
12726,DAS_REMOTE,DAS_EXTENDED
12729,DAS,
12732,DAS_EXTENDED,DAS_EXTENDED
12733,DAS,
12734,,DAS_EXTENDED
12737,DAS_EXTENDED,DAS_EXTENDED
12738,DAS_EXTENDED,DAS_EXTENDED
12740,,DAS_EXTENDED
12746,DAS_EXTENDED,DAS_EXTENDED
12747,DAS_EXTENDED,
12748,,DAS_EXTENDED
12750,,DAS_EXTENDED
12754,DAS,DAS
12758,,DAS_EXTENDED
12759,DAS,
12764,DAS_EXTENDED,DAS_EXTENDED
12765,,DAS_EXTENDED
12768,DAS_REMOTE,DAS_EXTENDED
12771,DAS,DAS
12775,,DAS
12776,DAS_EXTENDED,
12779,DAS,
12780,DAS_EXTENDED,
12783,,DAS_EXTENDED
12786,DAS_EXTENDED,
12788,DAS_EXTENDED,
12789,DAS_EXTENDED,DAS_EXTENDED
12790,DAS_EXTENDED,DAS_EXTENDED
12803,DAS,DAS
12804,DAS,DAS
12809,DAS_EXTENDED,DAS_EXTENDED
12812,DAS_EXTENDED,
12814,DAS_EXTENDED,
12815,DAS_EXTENDED,DAS_EXTENDED
12816,DAS_EXTENDED,DAS_EXTENDED
12817,DAS_EXTENDED,
12822,DAS_EXTENDED,DAS_EXTENDED
12824,,DAS_EXTENDED
12827,DAS_EXTENDED,DAS_EXTENDED
12828,DAS_EXTENDED,DAS_EXTENDED
12831,DAS,DAS
12832,DAS_EXTENDED,DAS_EXTENDED
12833,DAS,DAS
12834,DAS,DAS
12835,DAS_EXTENDED,
12836,,DAS_EXTENDED
12839,DAS,DAS
12841,DAS_REMOTE,
12842,DAS_EXTENDED,DAS_EXTENDED
12844,,DAS_EXTENDED
12845,DAS,DAS
12846,DAS_EXTENDED,DAS_EXTENDED
12847,DAS_REMOTE,
12850,DAS_EXTENDED,DAS_EXTENDED
12852,DAS_EXTENDED,
12853,DAS_EXTENDED,
12859,,DAS_EXTENDED
12861,DAS_REMOTE,
12862,,DAS_EXTENDED
12863,DAS,DAS
12865,DAS_EXTENDED,DAS_EXTENDED
12870,DAS_EXTENDED,DAS_EXTENDED
12871,DAS_EXTENDED,DAS_EXTENDED
12873,DAS_EXTENDED,
12874,DAS_EXTENDED,
12878,,DAS_EXTENDED
12883,DAS_EXTENDED,DAS_EXTENDED
12885,DAS_EXTENDED,DAS_EXTENDED
12887,DAS_EXTENDED,DAS_EXTENDED
12901,DAS_EXTENDED,
12910,,DAS_EXTENDED
12912,DAS_EXTENDED,DAS_EXTENDED
12913,DAS_EXTENDED,
12916,DAS_REMOTE,DAS_EXTENDED
12917,DAS_EXTENDED,
12918,DAS_EXTENDED,
12920,DAS_EXTENDED,DAS_EXTENDED
12921,DAS,DAS
12923,,DAS_EXTENDED
12926,DAS_REMOTE,
12928,DAS_EXTENDED,DAS_EXTENDED
12932,DAS_EXTENDED,DAS_EXTENDED
12934,,DAS_EXTENDED
12935,DAS_EXTENDED,DAS_EXTENDED
12937,DAS_EXTENDED,
12941,,DAS_EXTENDED
12942,,DAS_EXTENDED
12944,DAS_EXTENDED,DAS_EXTENDED
12945,,DAS_EXTENDED
12946,DAS,DAS
12950,DAS_EXTENDED,
12953,DAS,DAS
12956,,DAS_EXTENDED
12957,DAS_EXTENDED,DAS_EXTENDED
12958,,DAS
12960,DAS_EXTENDED,
12962,DAS,DAS
12966,DAS_EXTENDED,DAS_EXTENDED
12969,DAS_EXTENDED,DAS_EXTENDED
12972,DAS,DAS
12974,DAS_EXTENDED,
12975,DAS,
12976,,DAS_EXTENDED
12979,DAS,DAS
12981,DAS_EXTENDED,DAS_EXTENDED
12983,DAS,DAS
12986,DAS_REMOTE,DAS_EXTENDED
12987,,DAS_EXTENDED
12989,DAS_EXTENDED,DAS_EXTENDED
12992,DAS,
12993,DAS_EXTENDED,DAS_EXTENDED
12996,DAS_EXTENDED,
12998,,DAS_EXTENDED
13026,DAS_EXTENDED,DAS_EXTENDED
13030,DAS,DAS
13032,DAS,DAS
13033,DAS,
13035,DAS,DAS
13036,DAS,
13037,DAS,DAS
13040,DAS_EXTENDED,
13042,,DAS_EXTENDED
13044,DAS_EXTENDED,
13045,DAS,DAS
13052,DAS_EXTENDED,
13053,DAS_EXTENDED,DAS_EXTENDED
13060,DAS,
13063,DAS_EXTENDED,
13064,DAS,
13068,DAS,
13069,DAS,DAS
13072,DAS_EXTENDED,
13073,DAS,DAS
13074,,DAS
13076,DAS,DAS
13077,DAS_EXTENDED,DAS_EXTENDED
13078,,DAS
13080,DAS,DAS
13082,DAS,DAS
13083,DAS_EXTENDED,
13084,DAS,DAS
13092,DAS_EXTENDED,
13101,DAS_EXTENDED,
13103,,DAS
13108,DAS,
13111,,DAS_EXTENDED
13112,DAS,DAS
13114,DAS_EXTENDED,DAS_EXTENDED
13117,DAS,
13118,,DAS_EXTENDED
13120,DAS,DAS
13122,DAS_EXTENDED,DAS_EXTENDED
13126,DAS,DAS
13131,DAS,DAS
13132,DAS,DAS
13135,DAS,DAS
13140,DAS_EXTENDED,DAS_EXTENDED
13142,DAS,DAS
13143,DAS_EXTENDED,DAS_EXTENDED
13144,DAS_EXTENDED,
13145,,DAS_EXTENDED
13148,DAS,DAS
13152,DAS,DAS
13155,DAS_EXTENDED,
13156,DAS_EXTENDED,DAS_EXTENDED
13159,DAS,DAS
13160,DAS_EXTENDED,
13164,DAS,
13166,DAS,DAS
13302,DAS_EXTENDED,
13304,,DAS
13308,DAS,DAS
13309,DAS_EXTENDED,DAS_EXTENDED
13310,DAS,
13316,DAS_EXTENDED,DAS_EXTENDED
13317,DAS_EXTENDED,
13318,DAS_EXTENDED,
13320,DAS_EXTENDED,DAS_EXTENDED
13324,DAS_EXTENDED,DAS_EXTENDED
13325,,DAS_EXTENDED
13326,DAS,DAS
13327,DAS_EXTENDED,DAS_EXTENDED
13329,DAS_EXTENDED,DAS_EXTENDED
13332,DAS_EXTENDED,
13334,,DAS_EXTENDED
13335,,DAS
13337,DAS,
13338,DAS_EXTENDED,DAS_EXTENDED
13339,DAS_EXTENDED,DAS_EXTENDED
13342,DAS_EXTENDED,
13343,DAS_EXTENDED,
13346,DAS,
13348,DAS_EXTENDED,
13354,DAS,
13357,DAS,DAS
13363,DAS,DAS
13365,DAS_EXTENDED,DAS_EXTENDED
13367,DAS_EXTENDED,DAS_EXTENDED
13368,,DAS_EXTENDED
13402,DAS,DAS
13407,DAS,DAS
13408,DAS,
13409,,DAS
13411,DAS_EXTENDED,DAS_EXTENDED
13415,,DAS
13416,DAS_EXTENDED,DAS_EXTENDED
13420,DAS_EXTENDED,
13425,DAS,DAS
13433,DAS_EXTENDED,
13437,DAS_EXTENDED,
13438,DAS_EXTENDED,
13439,DAS_EXTENDED,DAS_EXTENDED
13450,,DAS_EXTENDED
13452,DAS_EXTENDED,
13456,DAS,DAS
13457,DAS_EXTENDED,
13459,DAS_EXTENDED,
13460,DAS_EXTENDED,DAS_EXTENDED
13461,DAS,DAS
13464,,DAS_EXTENDED
13469,,DAS
13471,DAS_EXTENDED,DAS_EXTENDED
13472,DAS_EXTENDED,
13476,DAS,
13480,DAS,
13482,DAS,
13483,DAS_EXTENDED,
13491,DAS_EXTENDED,DAS_EXTENDED
13605,DAS,DAS
13606,DAS,DAS
13607,DAS,
13611,DAS,
13612,DAS,DAS
13613,DAS_EXTENDED,DAS_EXTENDED
13614,DAS_EXTENDED,
13615,DAS,DAS
13616,DAS,DAS
13617,DAS,DAS
13618,DAS_EXTENDED,DAS_EXTENDED
13619,DAS,DAS
13620,DAS_EXTENDED,DAS_EXTENDED
13622,,DAS_EXTENDED
13624,,DAS
13625,,DAS_EXTENDED
13626,DAS_EXTENDED,
13634,DAS,DAS
13635,,DAS_EXTENDED
13637,,DAS_EXTENDED
13640,DAS,
13641,DAS_EXTENDED,DAS_EXTENDED
13642,DAS,DAS
13647,,DAS
13648,DAS_EXTENDED,
13650,DAS_EXTENDED,DAS_EXTENDED
13652,,DAS_EXTENDED
13654,DAS_EXTENDED,
13655,,DAS_EXTENDED
13656,,DAS_EXTENDED
13658,DAS_EXTENDED,
13659,DAS_EXTENDED,
13660,DAS_EXTENDED,DAS_EXTENDED
13667,DAS_EXTENDED,DAS_EXTENDED
13668,DAS_EXTENDED,DAS_EXTENDED
13673,DAS_EXTENDED,DAS_EXTENDED
13674,DAS_EXTENDED,
13676,DAS,DAS
13679,DAS_EXTENDED,DAS_EXTENDED
13680,,DAS_EXTENDED
13682,DAS_EXTENDED,
13684,,DAS_EXTENDED
13685,DAS,DAS
13687,,DAS_EXTENDED
13690,DAS_EXTENDED,DAS_EXTENDED
13691,,DAS_EXTENDED
13694,DAS_EXTENDED,DAS_EXTENDED
13697,DAS_REMOTE,
13730,,DAS_EXTENDED
13732,DAS,DAS
13733,DAS_EXTENDED,DAS_EXTENDED
13734,DAS_EXTENDED,DAS_EXTENDED
13736,DAS_EXTENDED,
13738,DAS,
13740,DAS_EXTENDED,DAS_EXTENDED
13744,DAS,DAS
13746,DAS_EXTENDED,DAS_EXTENDED
13753,DAS_EXTENDED,DAS_EXTENDED
13754,DAS_EXTENDED,DAS_EXTENDED
13755,DAS_EXTENDED,DAS_EXTENDED
13756,DAS_EXTENDED,
13757,,DAS_EXTENDED
13774,DAS_EXTENDED,
13775,,DAS_EXTENDED
13778,DAS,DAS
13780,,DAS_EXTENDED
13783,,DAS_EXTENDED
13788,DAS_EXTENDED,
13795,DAS,DAS
13796,DAS_EXTENDED,
13797,DAS_EXTENDED,DAS_EXTENDED
13803,DAS_EXTENDED,DAS_EXTENDED
13804,DAS_REMOTE,
13807,DAS_EXTENDED,
13808,DAS_EXTENDED,DAS_EXTENDED
13809,DAS_EXTENDED,DAS_EXTENDED
13810,DAS_EXTENDED,DAS_EXTENDED
13813,,DAS_EXTENDED
13815,,DAS
13820,DAS,DAS
13825,DAS_EXTENDED,DAS_EXTENDED
13827,DAS,DAS
13830,DAS_EXTENDED,
13832,DAS_REMOTE,DAS_EXTENDED
13833,,DAS
13835,DAS_EXTENDED,
13838,,DAS
13839,DAS_EXTENDED,DAS_EXTENDED
13849,DAS_EXTENDED,DAS_EXTENDED
13856,DAS_EXTENDED,DAS_EXTENDED
13862,DAS_EXTENDED,DAS_EXTENDED
13864,DAS_EXTENDED,DAS_EXTENDED
13865,DAS_EXTENDED,
14001,DAS,DAS
14005,DAS,
14009,DAS,DAS
14011,DAS,
14012,DAS_EXTENDED,DAS_EXTENDED
14013,,DAS_EXTENDED
14020,DAS,DAS
14024,DAS_EXTENDED,
14025,DAS,DAS
14028,DAS_EXTENDED,
14030,,DAS
14033,,DAS
14034,,DAS_EXTENDED
14036,DAS,DAS
14037,DAS_EXTENDED,DAS_EXTENDED
14040,DAS_EXTENDED,
14042,DAS_EXTENDED,DAS_EXTENDED
14054,DAS_EXTENDED,DAS_EXTENDED
14055,,DAS_EXTENDED
14057,DAS,DAS
14058,,DAS_EXTENDED
14060,DAS_EXTENDED,
14061,,DAS
14062,DAS_EXTENDED,DAS_EXTENDED
14063,DAS,DAS
14065,,DAS_EXTENDED
14066,,DAS_EXTENDED
14067,,DAS_EXTENDED
14069,DAS_EXTENDED,
14070,DAS,DAS
14080,DAS,DAS
14081,DAS,DAS
14082,DAS_EXTENDED,DAS_EXTENDED
14091,DAS_EXTENDED,DAS_EXTENDED
14098,DAS_EXTENDED,DAS_EXTENDED
14101,DAS_EXTENDED,DAS_EXTENDED
14103,DAS,DAS
14105,DAS,DAS
14108,DAS,DAS
14111,DAS,
14125,,DAS_EXTENDED
14126,DAS,DAS
14131,DAS,DAS
14132,DAS,DAS
14136,DAS,DAS
14138,DAS_EXTENDED,DAS_EXTENDED
14139,DAS,
14141,DAS,DAS
14143,DAS,
14145,DAS_EXTENDED,DAS_EXTENDED
14170,DAS,DAS
14171,DAS_EXTENDED,DAS_EXTENDED
14172,,DAS
14174,DAS,DAS
14206,DAS,DAS
14411,DAS,DAS
14414,DAS,DAS
14416,DAS,
14422,DAS,
14423,,DAS
14424,DAS,DAS
14427,,DAS_EXTENDED
14428,DAS,DAS
14432,DAS,DAS
14433,,DAS_EXTENDED
14435,DAS_EXTENDED,DAS_EXTENDED
14437,DAS,DAS
14454,DAS,DAS
14456,DAS,DAS
14464,DAS,DAS
14466,DAS_EXTENDED,DAS_EXTENDED
14469,DAS,DAS
14470,DAS,DAS
14471,DAS_EXTENDED,DAS_EXTENDED
14472,DAS,DAS
14476,DAS_EXTENDED,
14477,DAS_EXTENDED,DAS_EXTENDED
14478,DAS,
14480,,DAS
14481,DAS_EXTENDED,DAS_EXTENDED
14482,DAS,DAS
14485,DAS,DAS
14487,DAS,DAS
14489,DAS,DAS
14504,DAS,
14505,DAS,DAS
14506,,DAS
14507,DAS_EXTENDED,
14510,DAS_EXTENDED,DAS_EXTENDED
14511,DAS,
14512,DAS_EXTENDED,DAS_EXTENDED
14516,DAS_EXTENDED,DAS_EXTENDED
14517,,DAS_EXTENDED
14519,DAS,DAS
14521,,DAS_EXTENDED
14522,DAS,DAS
14525,DAS_EXTENDED,
14527,DAS,DAS
14530,DAS,DAS
14532,DAS,DAS
14533,,DAS
14541,DAS_EXTENDED,DAS_EXTENDED
14543,DAS,DAS
14544,DAS,
14545,DAS,
14546,DAS,DAS
14548,DAS,
14550,DAS_EXTENDED,DAS_EXTENDED
14551,DAS,DAS
14555,DAS,
14560,DAS_EXTENDED,
14561,DAS_EXTENDED,DAS_EXTENDED
14568,DAS,
14569,DAS,DAS
14572,DAS,DAS
14589,DAS,DAS
14590,,DAS_EXTENDED
14591,DAS_EXTENDED,DAS_EXTENDED
14701,DAS,DAS
14706,DAS_EXTENDED,
14709,DAS_EXTENDED,DAS_EXTENDED
14710,DAS,DAS
14711,DAS_EXTENDED,DAS_EXTENDED
14712,DAS,DAS
14715,DAS_EXTENDED,DAS_EXTENDED
14716,,DAS
14719,DAS_EXTENDED,DAS_EXTENDED
14723,DAS_EXTENDED,DAS_EXTENDED
14724,,DAS_EXTENDED
14727,DAS_EXTENDED,DAS_EXTENDED
14728,DAS_EXTENDED,
14731,DAS_EXTENDED,DAS_EXTENDED
14732,,DAS
14733,DAS,DAS
14735,,DAS_EXTENDED
14737,DAS_EXTENDED,DAS_EXTENDED
14738,DAS_EXTENDED,DAS_EXTENDED
14741,DAS_EXTENDED,DAS_EXTENDED
14743,DAS_EXTENDED,DAS_EXTENDED
14744,DAS_EXTENDED,DAS_EXTENDED
14748,DAS_EXTENDED,
14753,DAS_EXTENDED,DAS_EXTENDED
14754,DAS_EXTENDED,DAS_EXTENDED
14755,DAS_EXTENDED,DAS_EXTENDED
14757,DAS,DAS
14760,DAS,DAS
14767,DAS_EXTENDED,
14770,DAS_EXTENDED,DAS_EXTENDED
14772,DAS_EXTENDED,DAS_EXTENDED
14775,,DAS_EXTENDED
14779,DAS_EXTENDED,DAS_EXTENDED
14781,DAS_EXTENDED,
14782,DAS_EXTENDED,
14784,,DAS_EXTENDED
14787,,DAS
14801,DAS_EXTENDED,DAS_EXTENDED
14802,DAS,
14804,DAS_EXTENDED,DAS_EXTENDED
14805,,DAS_EXTENDED
14806,DAS_EXTENDED,DAS_EXTENDED
14807,DAS_EXTENDED,DAS_EXTENDED
14809,,DAS_EXTENDED
14810,DAS,DAS
14812,,DAS_EXTENDED
14813,DAS_EXTENDED,
14815,DAS_EXTENDED,DAS_EXTENDED
14817,,DAS
14818,DAS,
14820,DAS_EXTENDED,DAS_EXTENDED
14821,DAS_EXTENDED,
14823,DAS_EXTENDED,DAS_EXTENDED
14826,,DAS_EXTENDED
14830,DAS,DAS
14836,,DAS_EXTENDED
14838,,DAS
14839,DAS_EXTENDED,
14840,DAS_EXTENDED,
14843,DAS,DAS
14847,,DAS
14855,DAS_EXTENDED,DAS_EXTENDED
14859,,DAS_EXTENDED
14860,,DAS_EXTENDED
14861,,DAS_EXTENDED
14865,DAS,DAS
14867,DAS,DAS
14869,DAS,DAS
14871,,DAS
14873,DAS_EXTENDED,DAS_EXTENDED
14878,,DAS_EXTENDED
14879,DAS_EXTENDED,DAS_EXTENDED
14880,DAS_EXTENDED,DAS_EXTENDED
14882,DAS,DAS
14883,DAS_EXTENDED,DAS_EXTENDED
14886,DAS,DAS
14889,DAS_EXTENDED,DAS_EXTENDED
14891,DAS,DAS
14895,DAS_EXTENDED,DAS_EXTENDED
14897,DAS_EXTENDED,DAS_EXTENDED
15019,DAS,DAS
15021,DAS_EXTENDED,DAS_EXTENDED
15026,DAS,DAS
15033,,DAS
15037,DAS,DAS
15043,DAS_EXTENDED,DAS_EXTENDED
15050,DAS,DAS
15054,,DAS
15057,DAS,DAS
15059,DAS,
15060,DAS,
15075,,DAS
15078,DAS_EXTENDED,
15083,DAS_EXTENDED,DAS_EXTENDED
15126,DAS,DAS
15311,DAS_EXTENDED,DAS_EXTENDED
15312,DAS_EXTENDED,DAS_EXTENDED
15314,DAS,
15320,,DAS
15322,DAS_EXTENDED,
15323,DAS_EXTENDED,DAS_EXTENDED
15325,,DAS
15327,DAS,DAS
15330,DAS,
15332,DAS,DAS
15333,DAS_EXTENDED,
15338,DAS_EXTENDED,DAS_EXTENDED
15344,DAS,
15346,DAS,
15349,DAS_EXTENDED,DAS_EXTENDED
15357,DAS,DAS
15358,DAS,DAS
15360,,DAS_EXTENDED
15364,,DAS_EXTENDED
15368,DAS,
15370,DAS,DAS
